p1,p2,p3,p4,p5,p6,p7,p8,p9,df,df_no_opt
0.0806098431,0.0711121828,0.0542768957,0.0376411435,0.0687988591,0.0934836269,0.1350075077,0.1944654066,0.2646045346,0.023723225039664658,0.0237498
0.0775431982,0.0702642186,0.0533759159,0.0369198691,0.0677044962,0.0932677414,0.1347146247,0.1968380105,0.2693719255,0.02372476161319554,0.0237498
0.0888317581,0.0672418199,0.0536608517,0.0404925937,0.0689802454,0.0895700855,0.1277167298,0.1989857902,0.2645201256,0.023733290896081664,0.0237498
0.0938300297,0.0773858915,0.0544243774,0.0413524556,0.0694021481,0.0924794612,0.1390337078,0.1821114599,0.2499804689,0.02373533208732586,0.0237498
0.0934056383,0.0762181119,0.0551882792,0.0411316887,0.070259472,0.0927582517,0.1378019331,0.1835986626,0.2496379625,0.023729393922547876,0.0237498
0.0878609936,0.068227596,0.0513959859,0.0399831954,0.0763685388,0.0972448637,0.1396708207,0.1964379929,0.242810013,0.023733626930152203,0.0237498
0.091953821,0.0736152553,0.0585393526,0.0401896989,0.0743108943,0.0976052482,0.1309466217,0.1705023476,0.2623367602,0.02372422115227933,0.0237498
0.0869589372,0.0678252683,0.0497148568,0.0364692343,0.0708450744,0.0941852175,0.1394456059,0.1874670457,0.26708876,0.02372057245514196,0.0237498
0.0859973774,0.0667903793,0.0483971628,0.0356589785,0.0703969495,0.0940860002,0.1403039625,0.1879193612,0.2704498287,0.023722286154947873,0.0237498
0.0946359315,0.0767954878,0.0596682852,0.0394749432,0.0680104407,0.0912504114,0.1313015123,0.172060086,0.2668029018,0.023730385379303057,0.0237498
0.0950321827,0.0801492145,0.0587621415,0.0386951997,0.0754969172,0.0996802522,0.1446673865,0.1628489568,0.2446677489,0.02373930825517898,0.0237498
0.090089106,0.0698586541,0.0546950421,0.0401281568,0.0703013789,0.0916200233,0.131153274,0.1916592645,0.2604951003,0.02372455498392529,0.0237498
0.0866567279,0.0655490736,0.0532880048,0.0387611845,0.0658007488,0.0918412031,0.1391357285,0.1816008566,0.2773664721,0.02372310849827761,0.0237498
0.0786446224,0.0710963942,0.0552120889,0.0386005897,0.0698321598,0.094040595,0.1236338068,0.1775926894,0.2913470538,0.023727405656140014,0.0237498
0.0812959269,0.0655200792,0.050426165,0.0391786074,0.073827352,0.0968901796,0.1369081471,0.1925975906,0.2633559522,0.02372738580401286,0.0237498
0.0796897224,0.0636003118,0.0537270539,0.0370941651,0.0724443751,0.0963670177,0.1303045682,0.1833368948,0.2834358911,0.02372612472155052,0.0237498
0.0946713692,0.0670182259,0.0533668894,0.0392812344,0.0734629755,0.0956137188,0.1459670161,0.1906368985,0.2399816723,0.02373015627429432,0.0237498
0.0820256049,0.0702360699,0.0548228631,0.0387441727,0.0705981111,0.094372287,0.1283453072,0.1803443161,0.280511268,0.02372109829280194,0.0237498
0.0923031053,0.0737548518,0.0592468454,0.0385982091,0.0686781852,0.0921403835,0.1306791822,0.1726325967,0.2719666407,0.023729855351362152,0.0237498
0.0835795748,0.0672287382,0.0522563657,0.0390582292,0.0727591474,0.0959044012,0.1356163445,0.1884549723,0.2651422267,0.023721095696610753,0.0237498
0.0868435875,0.0659099479,0.0531214668,0.0372784363,0.0662130967,0.0958285883,0.1315722297,0.1875544746,0.275678172,0.023717158332971205,0.0237498
0.0869292252,0.065215964,0.0528373954,0.036949682,0.0651607499,0.0960608535,0.1310804641,0.1884104167,0.2773552492,0.023718196077981236,0.0237498
0.0948554111,0.0750210001,0.054945102,0.0404763521,0.0680703179,0.0930740455,0.1375737834,0.184996874,0.250987114,0.02372810827154949,0.0237498
0.0828825882,0.0660046426,0.0539835383,0.0378062673,0.0715236361,0.0956736409,0.1318346388,0.1836862375,0.2766048104,0.02371998986647882,0.0237498
0.0827132487,0.0678479302,0.0538034623,0.0368728682,0.0704993216,0.0988295245,0.136935959,0.174665732,0.2778319535,0.02371812649036606,0.0237498
0.0731037034,0.064339442,0.0490924349,0.0353898485,0.067507734,0.0928328666,0.1344948504,0.1915415387,0.2916975815,0.023716810509811698,0.0237498
0.070485504,0.0634463803,0.0480597036,0.0347908977,0.0669222021,0.0922863753,0.1345348594,0.1933827579,0.2960913197,0.023718457061190298,0.0237498
0.074015325,0.0612984849,0.0470829593,0.0350239364,0.0646634381,0.0920360474,0.138324086,0.2000674996,0.2874882233,0.023713787375862338,0.0237498
0.0721022254,0.0599849563,0.0458611453,0.0344730589,0.0636345536,0.0914421444,0.1391104053,0.2032206837,0.290170827,0.0237145587006657,0.0237498
0.0835465816,0.0613151487,0.0494871201,0.0368817335,0.0690622574,0.0957360606,0.1351502167,0.1778544883,0.2909663931,0.02371809680425968,0.0237498
0.076890448,0.0659887472,0.0496947458,0.0353823297,0.0727141956,0.0981666526,0.1302249739,0.1898977903,0.281040117,0.023724733194191605,0.0237498
0.0845618999,0.0656434306,0.0525174833,0.0380366402,0.0672833864,0.0931977121,0.1372253158,0.1833801572,0.2781539744,0.02371699666675977,0.0237498
0.0819927706,0.0602820786,0.0476112769,0.0352090505,0.0672442947,0.0954350051,0.1429095268,0.1919113566,0.2774046403,0.02371597814297902,0.0237498
0.080063096,0.0617132622,0.0491277296,0.0340081903,0.0638009477,0.0937846729,0.1372654257,0.1845394455,0.2956972301,0.023711387346188724,0.0237498
0.0796672564,0.061092433,0.0487755135,0.0334397049,0.0627925913,0.0935457865,0.1374512323,0.1840989776,0.2991365043,0.023712049230160875,0.0237498
0.0751214831,0.0597584314,0.0515672257,0.0360811478,0.0641780397,0.0954340049,0.1329120002,0.1848907707,0.3000568965,0.023724248476261922,0.0237498
0.0844725294,0.0661308899,0.0501039623,0.0363877359,0.0694446998,0.0944476326,0.138073042,0.1869258132,0.2740136948,0.02371502390876772,0.0237498
0.0795926296,0.0616298646,0.0464098813,0.0344221414,0.0630443593,0.0936625332,0.1419615133,0.1894168833,0.2898601941,0.02371223970877655,0.0237498
0.0791315889,0.0585580078,0.0450989934,0.034850321,0.0625547227,0.0895067443,0.1379366222,0.2012928165,0.2910701833,0.023720612368389068,0.0237498
0.0819393438,0.0658406625,0.0519226935,0.0364358328,0.0687827141,0.0968152273,0.1371515321,0.1804191785,0.2806928153,0.02371377084299826,0.0237498
0.0779156155,0.0659415662,0.0498299392,0.034723268,0.0638395678,0.092720275,0.1401579545,0.1989594095,0.2759124043,0.023715335596074836,0.0237498
0.0725891912,0.0613690188,0.0454553184,0.0337441148,0.0661371817,0.0919171586,0.1456868368,0.1918967116,0.2912044681,0.023716050450983846,0.0237498
0.072290587,0.0607164168,0.0445402032,0.0320665219,0.064824495,0.0942630024,0.1418719839,0.1978857826,0.2915410072,0.023715264253452776,0.0237498
0.083474765,0.0612004102,0.0469205951,0.0339495213,0.0640024868,0.0949445864,0.1462283472,0.1912075814,0.2780717066,0.023715457838038755,0.0237498
0.0863972853,0.0641149727,0.0508595045,0.0356304786,0.0648917029,0.0965257606,0.1352256811,0.190702008,0.2756526062,0.023715279460459125,0.0237498
0.078024269,0.0660504121,0.0494386054,0.034267148,0.0632660423,0.093268973,0.1362761291,0.1904177646,0.2889906564,0.02371388238078069,0.0237498
0.075306554,0.0662315144,0.0507000263,0.0355984887,0.0663405701,0.0933789394,0.1307020803,0.1909428074,0.2907990195,0.023717105867808386,0.0237498
0.0817531541,0.0622609965,0.0477172928,0.0342971534,0.0644953651,0.0946147639,0.1429550544,0.191151897,0.2807543227,0.023712055448188826,0.0237498
0.0817415517,0.0606525432,0.0473091142,0.0347270436,0.0666507291,0.096034713,0.1374167416,0.1814202789,0.2940472849,0.023713329354799282,0.0237498
0.0721713882,0.0617127223,0.0454783614,0.0336124668,0.0659872727,0.0920986248,0.1428659276,0.1876413868,0.2984318494,0.023715284561460426,0.0237498
0.0834042566,0.0636095363,0.0497272561,0.0352058743,0.0651222323,0.0955942185,0.1368331149,0.1900576676,0.2804458434,0.023712133207047535,0.0237498
0.0888540682,0.065780834,0.0529990543,0.0379025064,0.0661222224,0.0946715896,0.1350513424,0.1786538294,0.2799645533,0.023718371819159412,0.0237498
0.0757729416,0.0617811289,0.0463185872,0.0332934752,0.0650973775,0.0943487865,0.1404375801,0.1938429154,0.2891072076,0.023711493665970865,0.0237498
0.0746833701,0.059384373,0.0465651276,0.0328741825,0.0605349497,0.0944641894,0.1393993054,0.1912178429,0.3008766593,0.023710177278629747,0.0237498
0.0735966109,0.0586354034,0.0461722806,0.0324841187,0.0595457712,0.0944665264,0.1395465994,0.1916940456,0.3038586439,0.02371095152914972,0.0237498
0.0803921151,0.0579575348,0.0465822688,0.0346849957,0.0661111322,0.0959162993,0.1419068706,0.1878982796,0.2885505038,0.023716619324647113,0.0237498
0.0785227639,0.0643466775,0.0488372789,0.0343551222,0.0638650067,0.0938265306,0.1374613648,0.189887066,0.2888981894,0.023711045276546973,0.0237498
0.0856272011,0.0634513157,0.0493811651,0.0337531569,0.0645259383,0.0976518272,0.1396796382,0.1755046546,0.2904251028,0.023717070511426287,0.0237498
0.0764006239,0.061740779,0.047555072,0.0347628748,0.0646352145,0.0931894097,0.1386022897,0.1950217929,0.2880919435,0.023710954153434653,0.0237498
0.0763151349,0.0580408741,0.0436162466,0.0320400501,0.059585525,0.0920131854,0.1411063502,0.1986630837,0.2986195499,0.0237118630718857,0.0237498
0.0752674184,0.0625599451,0.0473209585,0.0331101315,0.060070187,0.0918614529,0.1416898864,0.2016252424,0.2864947777,0.02371386483113762,0.0237498
0.0803669448,0.06105757,0.0473116359,0.0343837172,0.0652535021,0.0951482855,0.1383240601,0.1857106383,0.2924436462,0.02371089707872283,0.0237498
0.0775844787,0.0614621576,0.0484056327,0.0334092723,0.0641401027,0.094544936,0.1363912965,0.1928383826,0.2912237409,0.023711726129626215,0.0237498
0.0724774976,0.0590093997,0.0448152421,0.0322221608,0.0618558872,0.0923905934,0.1413740431,0.1928373303,0.3030178458,0.023709012643291012,0.0237498
0.0712662785,0.0584994147,0.044270702,0.0318913684,0.0614938297,0.0920354984,0.141877799,0.1931452589,0.3055198503,0.023709224949139445,0.0237498
0.072069407,0.0596340431,0.0461769111,0.032668882,0.0618963868,0.0928747691,0.1349189505,0.1921199948,0.3076406557,0.023709252362756686,0.0237498
0.0765510775,0.0642550623,0.0509043642,0.0350882334,0.0673797349,0.0956955635,0.1353330723,0.1830272105,0.2917656814,0.023715577253560955,0.0237498
0.0763644121,0.0593391424,0.0451388745,0.0326768713,0.0612138198,0.0927821313,0.139900067,0.1953969216,0.29718776,0.02370954097736501,0.0237498
0.0749897149,0.0603057734,0.0453103644,0.0335335915,0.0620999832,0.0927303497,0.1409045862,0.1895176627,0.3006079739,0.023710134161192876,0.0237498
0.0766466278,0.0596664731,0.0471963474,0.0337020571,0.0604896264,0.0925786702,0.1369279836,0.1875738147,0.3052183997,0.023710678860250904,0.0237498
0.0716880919,0.0593065169,0.0440134116,0.0329309478,0.0610816552,0.0928859476,0.1399968776,0.1974130658,0.3006834856,0.023711369863683416,0.0237498
0.0729463465,0.059668101,0.0447816978,0.0330927401,0.0614901996,0.0930208807,0.1395863581,0.1954791662,0.2999345101,0.023710023437482627,0.0237498
0.0719165843,0.0556272437,0.0433612952,0.0322967387,0.0604689584,0.0926587534,0.1402948039,0.1934334261,0.3099421964,0.023710090521881395,0.0237498
0.0730069021,0.0568252513,0.0436755974,0.0313149143,0.0587288665,0.0931746189,0.1395420484,0.1879097566,0.3158220446,0.02370913059638528,0.0237498
0.0674662533,0.0566124576,0.0431481682,0.0310440405,0.056723949,0.0907907191,0.1400803851,0.1977169519,0.3164170752,0.02371113190611568,0.0237498
0.0776276482,0.0601137347,0.0464275841,0.0336746331,0.0634423947,0.0942228819,0.138697364,0.1882596747,0.2975340846,0.023709341349667443,0.0237498
0.0713759629,0.058092667,0.0430874438,0.0317133242,0.0621164033,0.0937111059,0.1418660068,0.1960268567,0.3020102294,0.02371085419469143,0.0237498
0.0755297388,0.0593329181,0.0463256625,0.0332806325,0.0608343069,0.0928184333,0.1379743384,0.1893651139,0.3045388556,0.023709224941249614,0.0237498
0.0735217549,0.058363391,0.0436663534,0.0326289277,0.0621361113,0.0914691029,0.1390868564,0.1919827284,0.3071447739,0.023710205884042348,0.0237498
0.0744368858,0.0591677083,0.0459500862,0.0328221336,0.060874599,0.0938293601,0.1393331006,0.1913797972,0.3022063292,0.02370904667968217,0.0237498
0.0731060938,0.0572135186,0.0450584634,0.0318256222,0.0603180283,0.0934342846,0.1372626562,0.1940593163,0.3077220166,0.02370890883809158,0.0237498
0.0729004803,0.0568759413,0.0450309747,0.0316391269,0.0601234768,0.0935112449,0.1368653116,0.1945544766,0.308498967,0.023709331693007683,0.0237498
0.0764329587,0.0622259686,0.0473875882,0.0329438163,0.0619018199,0.093685797,0.1371635292,0.1903174158,0.2979411062,0.02371063604338504,0.0237498
0.0728694994,0.0570196361,0.0442108688,0.032433231,0.0607712911,0.0928756381,0.1396343602,0.1927762247,0.3074092506,0.023708837656699525,0.0237498
0.0753961767,0.0575757081,0.0458421906,0.0319936382,0.0607144008,0.0932918982,0.1378752969,0.1876259535,0.309684737,0.023709926376294276,0.0237498
0.075018346,0.0578985604,0.045678582,0.0321631465,0.0608340827,0.0932498363,0.138139178,0.1888368931,0.308181375,0.023709080675280336,0.0237498
0.0716441644,0.0575895583,0.0456005592,0.0323002149,0.0609096481,0.0936363303,0.1371694429,0.1862583373,0.3148917446,0.02370908922760032,0.0237498
0.0690862362,0.0562682264,0.0441300894,0.0310033792,0.0581288301,0.0920652368,0.1380458645,0.1929813806,0.3182907568,0.023709605343967804,0.0237498
0.0758175892,0.059298812,0.0459406888,0.0331085214,0.0623163648,0.0937655449,0.1385589215,0.1892606474,0.30193291,0.02370862817735677,0.0237498
0.0754713908,0.0566601063,0.0443201962,0.032101138,0.0597543961,0.093609597,0.1426493599,0.1884853397,0.306948476,0.02371089089927552,0.0237498
0.0727861762,0.0590074991,0.0457857792,0.0325492426,0.0614451754,0.0930295859,0.1365473314,0.1913540528,0.3074951575,0.023708458632337833,0.0237498
0.071397419,0.0568974372,0.0440573938,0.0313296726,0.0609568593,0.0937104187,0.1392588095,0.1916880848,0.3107039052,0.023708719800571137,0.0237498
0.0735556196,0.0594024629,0.0467703428,0.0332842436,0.0635264141,0.0934716455,0.13764164,0.1939458208,0.2984018106,0.02370974124117777,0.0237498
0.0731238741,0.0573750781,0.0443358611,0.031735053,0.0597524456,0.0932381261,0.139136952,0.1891976124,0.3121049975,0.023708461043723,0.0237498
0.0752335059,0.0586014212,0.0445879586,0.0321858791,0.0611166581,0.0929272995,0.1404248013,0.1962395476,0.2986829288,0.023709372409076755,0.0237498
0.0724082139,0.0578049398,0.045385137,0.0322759619,0.0609537327,0.0934855278,0.1378619392,0.1883825201,0.3114420276,0.023708498501619536,0.0237498
0.0713104098,0.058274626,0.0444453034,0.0323468027,0.0612181927,0.0933625257,0.1394022058,0.1935846369,0.3060552971,0.023708695641250995,0.0237498
0.071191077,0.0568151179,0.0438403311,0.0315863796,0.0612544875,0.0926828576,0.1382325792,0.1915508242,0.312846346,0.023708120558700745,0.0237498
0.0708324258,0.056555181,0.0436072344,0.031449883,0.0612964303,0.0925565439,0.1381111541,0.1915692288,0.3140219187,0.023708227162961504,0.0237498
0.0728553596,0.0564806113,0.044752724,0.0320417765,0.0601416687,0.0941825699,0.135493544,0.1898091782,0.3142425677,0.023709059643512012,0.0237498
0.0725574462,0.0584744133,0.0448019656,0.0321839775,0.0614931925,0.0927698057,0.1401297965,0.1921971661,0.3053922366,0.02370841279968861,0.0237498
0.0720962897,0.0585670767,0.0444471237,0.0325239247,0.0619538686,0.0929880646,0.1402640451,0.1881214527,0.3090381543,0.023708777849838047,0.0237498
0.0721678845,0.0590983621,0.0453554232,0.0319291061,0.0617516877,0.0935775639,0.1380031664,0.1884104233,0.3097063828,0.023709259271257548,0.0237498
0.0727218137,0.0574575126,0.0444519543,0.0323270751,0.060977816,0.0930234532,0.1392909397,0.1918562433,0.3078931921,0.02370830380342522,0.0237498
0.0730736151,0.0573101414,0.0451118328,0.0318020486,0.0603635188,0.0934675487,0.1371863607,0.1938564164,0.3078285175,0.023708949286109976,0.0237498
0.0723054473,0.0582981552,0.0445894031,0.0323694201,0.0616135372,0.0930900972,0.139605459,0.1893487314,0.3087797495,0.023708307814057052,0.0237498
0.0739828885,0.0592818117,0.045625646,0.0332221905,0.0614938638,0.092610568,0.1382438795,0.1898153788,0.3057237732,0.0237086685502858,0.0237498
0.0746801946,0.0581268116,0.0455048907,0.0323992082,0.0612940343,0.0927887643,0.1378360156,0.1870477347,0.3103223461,0.023708312578772026,0.0237498
0.0721438794,0.0568618808,0.0442913216,0.0313392068,0.0609730527,0.0935841671,0.1389119383,0.1902362983,0.311658255,0.02370883393576093,0.0237498
0.0735945821,0.0587708019,0.0453438718,0.032824561,0.0613838951,0.0928163565,0.1383848412,0.1899041074,0.306976983,0.023708254832008818,0.0237498
0.0698181109,0.056729997,0.0438450981,0.0313916353,0.0599445118,0.0922169399,0.1385579652,0.1909337597,0.316561982,0.023708043724783592,0.0237498
0.0691518392,0.0564447299,0.0436123474,0.0312009596,0.0596810808,0.0920454231,0.1385573922,0.1911196512,0.3181865766,0.023708137296231772,0.0237498
0.0726501173,0.057984062,0.044059855,0.0320276073,0.0610819932,0.0922169847,0.1394069058,0.1923727721,0.3081997025,0.02370827174897479,0.0237498
0.0718331763,0.0585459188,0.0450436002,0.0326303819,0.0625704215,0.0922386431,0.1381975829,0.1922603736,0.3066799016,0.023708680004532058,0.0237498
0.0728498797,0.0576236926,0.0444862011,0.0319251518,0.060350756,0.0930261089,0.1389370162,0.1898478733,0.3109533204,0.023708112316253003,0.0237498
0.0721805643,0.0566058381,0.0433033476,0.0316787645,0.0606413622,0.0924426481,0.1413217994,0.1897752978,0.312050378,0.023708738619828036,0.0237498
0.0726585053,0.0585008774,0.0452620665,0.0323656465,0.0612755682,0.0929061278,0.1375543726,0.1910209955,0.3084558402,0.023708116697706613,0.0237498
0.0724323855,0.0571452793,0.0443919089,0.0320853833,0.0605439731,0.0927340935,0.1371546505,0.1886654247,0.3148469013,0.02370785025148314,0.0237498
0.0724184358,0.0569969544,0.0443461907,0.0320744487,0.0604380624,0.0927299303,0.1368221031,0.1882716057,0.3159022689,0.02370787759385084,0.0237498
0.0698349687,0.0572818011,0.0434528768,0.031803664,0.0605820616,0.0927032754,0.1392963105,0.1941458038,0.310899238,0.023708674402998106,0.0237498
0.0736484034,0.0579468449,0.045067967,0.0322723992,0.0611423735,0.0927707703,0.1381467421,0.1885589179,0.3104455816,0.023708022211946005,0.0237498
0.0724844437,0.0570334353,0.0444655456,0.0318112122,0.0601601908,0.0923328723,0.1372180147,0.1916941768,0.3128001086,0.02370787749087875,0.0237498
0.0720150277,0.0577752307,0.0446056976,0.0317360085,0.060608027,0.0922426973,0.1370608296,0.1891561222,0.3148003593,0.023707845695596915,0.0237498
0.0719362659,0.0578105894,0.0446227982,0.0316701874,0.060566764,0.0921558605,0.1368126134,0.1888551501,0.3155697711,0.023707901587527853,0.0237498
0.0719458603,0.0572011292,0.0451200464,0.0319714525,0.0603983245,0.0930558733,0.1364227294,0.187923321,0.3159612633,0.0237084618357714,0.0237498
0.0725014606,0.0578188107,0.0442836423,0.0320157173,0.0609376984,0.0923939997,0.1387771385,0.1914340313,0.3098375012,0.02370796348212567,0.0237498
0.0707598862,0.0562042108,0.0435998043,0.0309952313,0.0599982107,0.0923631205,0.137535102,0.1907362327,0.3178082014,0.023708064403484583,0.0237498
0.0730760095,0.0580294441,0.0450553827,0.0321040952,0.0598413048,0.092423316,0.1375289351,0.1888956885,0.3130458241,0.0237082223740404,0.0237498
0.0715867695,0.0570700212,0.044095416,0.031695082,0.0609578049,0.0926283596,0.1380844999,0.1909936114,0.3128884354,0.02370790894920149,0.0237498
0.0713609389,0.0560183734,0.0433674303,0.0311726521,0.0597549219,0.0921394547,0.1383280184,0.1894309865,0.3184272238,0.023707846558073148,0.0237498
0.0708427155,0.0565423529,0.043897015,0.0314474677,0.0605481119,0.0918251678,0.1368128849,0.1905109084,0.3175733759,0.023707663004089302,0.0237498
0.0706204646,0.0564225732,0.0438318286,0.0313945536,0.0605699952,0.0916916308,0.1365779493,0.1905851026,0.3183059021,0.0237076730330118,0.0237498
0.0729485697,0.0580356838,0.0448488433,0.0324775591,0.0610234452,0.0923666434,0.1380519632,0.189573282,0.3106740104,0.023707956199962237,0.0237498
0.0745833885,0.0577990735,0.0448258621,0.0323216673,0.0613161568,0.0925456175,0.1369168724,0.1890750861,0.3106162759,0.0237080961262469,0.0237498
0.0708260813,0.0569561061,0.0440525437,0.0315883508,0.060234626,0.0922867649,0.138210546,0.1905406878,0.3153042934,0.023707828864931432,0.0237498
0.0701397822,0.0563679122,0.0433835661,0.0312926162,0.059921236,0.0918880304,0.1373442027,0.1918771609,0.3177854934,0.023707623956072846,0.0237498
0.0697525982,0.0561936244,0.0431976648,0.0311844282,0.0597864596,0.0917899759,0.1372559612,0.1922438143,0.3185954735,0.02370763456135383,0.0237498
0.0707501932,0.056168513,0.0439620934,0.0313853433,0.0598961293,0.0921480193,0.1363928561,0.1891133324,0.3201835201,0.02370775133554947,0.0237498
0.0698178143,0.0555391888,0.0432016752,0.0306827594,0.0595612279,0.0921275428,0.1367511586,0.1908699039,0.3214487292,0.023708073583128236,0.0237498
0.0722856797,0.0575070804,0.0445000869,0.0320975137,0.0607138825,0.0923159465,0.1377761912,0.1898479868,0.3129556324,0.023707758692726927,0.0237498
0.0713310705,0.0565983799,0.0440431692,0.0315523554,0.059568558,0.0917946609,0.1366455431,0.1891931796,0.3192730834,0.023707604381236563,0.0237498
0.071302574,0.0565458227,0.0440373561,0.031536483,0.0594136102,0.0917012738,0.136485054,0.1889925928,0.3199852334,0.023707620440056917,0.0237498
0.0701688631,0.0565373816,0.0435759117,0.0313774221,0.0602375773,0.0919706556,0.1373883046,0.1879259315,0.3208179524,0.023707688039510177,0.0237498
0.0697334592,0.0562944316,0.0434738762,0.0309503769,0.0597873567,0.0914048421,0.1375021741,0.1907985249,0.3200549583,0.023707856614588053,0.0237498
0.071859783,0.0569647176,0.0441971492,0.0318446167,0.0603833817,0.0924518708,0.1372280176,0.18911835,0.3159521135,0.023707698218874775,0.0237498
0.0709097423,0.057628354,0.0446794917,0.0320091918,0.0607134428,0.0920654939,0.136086679,0.1899687227,0.3159388818,0.023707863836162024,0.0237498
0.0712654001,0.0563590724,0.0436451044,0.0313496496,0.0599577868,0.0921237876,0.1378534551,0.1895448534,0.3179008905,0.023707692165306018,0.0237498
0.0700905148,0.0555601301,0.0432300674,0.0313608336,0.0597174133,0.0919359629,0.1375284542,0.1903293564,0.3202472673,0.023707716470827103,0.0237498
0.0711141808,0.0560670813,0.0435992514,0.0314576413,0.0599751386,0.0918138974,0.1362276155,0.1888992945,0.3208458991,0.023707491273281686,0.0237498
0.0711461772,0.0559683505,0.0435489322,0.0314431397,0.0599462763,0.0917620185,0.1360070086,0.1887169819,0.3214611151,0.023707488817799254,0.0237498
0.069401082,0.0551736569,0.0429401029,0.03080288,0.0593250621,0.0916612404,0.1362677219,0.1893398434,0.3250884105,0.02370759584771553,0.0237498
0.0706369002,0.0562916103,0.043250377,0.0313857636,0.0600162115,0.0917209836,0.1376248439,0.190125716,0.318947594,0.023707595184117258,0.0237498
0.0714197275,0.0570641627,0.0439884675,0.0314158762,0.0602618343,0.091885293,0.1365088561,0.1888625313,0.3185932514,0.023707607908692172,0.0237498
0.0695540752,0.0556815376,0.0429758046,0.0308380731,0.0595692213,0.091244853,0.1366508346,0.1900169943,0.3234686064,0.023707511693121186,0.0237498
0.0697659542,0.0561350228,0.043377665,0.0312180989,0.0599075151,0.0913770747,0.1357579168,0.1896965947,0.3227641578,0.023707407606353394,0.0237498
0.0695995312,0.0561101544,0.0433479319,0.0312035118,0.0599019179,0.091293652,0.1355258956,0.1897139337,0.3233034715,0.0237074042516065,0.0237498
0.0707328129,0.0558644549,0.0433967704,0.0311525722,0.0595558389,0.0913812769,0.1358154788,0.1916970292,0.3204037659,0.023707400056518595,0.0237498
0.0707949449,0.0557903387,0.0433770625,0.031127802,0.0594806892,0.0913163784,0.1356420447,0.19211299,0.3203577497,0.023707408638762296,0.0237498
0.070036178,0.0557053784,0.0429629825,0.0310157467,0.059020768,0.09142592,0.136161388,0.18939012,0.3242815184,0.023707390260025194,0.0237498
0.0699463983,0.0556122311,0.0428589789,0.0309676953,0.0588507396,0.0913818469,0.136088866,0.189265548,0.325027696,0.023707407081204942,0.0237498
0.0707188012,0.0557310148,0.0433837665,0.0311087243,0.0594471233,0.0912588545,0.135361423,0.1874559733,0.3255343191,0.023707368509859474,0.0237498
0.0707836808,0.0556597933,0.0433838188,0.0310881908,0.0593940359,0.091188748,0.1351389212,0.1869613538,0.3264014575,0.023707385033618616,0.0237498
0.0692843608,0.0547443276,0.0426464375,0.0309186422,0.0589291946,0.09112503,0.1359499347,0.190172818,0.3262292548,0.02370745705940752,0.0237498
0.0689187351,0.0547973941,0.0422821781,0.0306419718,0.059478446,0.0910675408,0.1356589292,0.1900600737,0.327094731,0.023707531538687335,0.0237498
0.0707369048,0.0561350478,0.0432361444,0.0313539196,0.0597555926,0.0910674835,0.1359000532,0.1900738166,0.3217410374,0.023707284790577623,0.0237498
0.0708850279,0.0562416449,0.0432689359,0.0314150302,0.0598033419,0.0910021007,0.1358590799,0.1901557795,0.321369059,0.02370729199460738,0.0237498
0.0695262016,0.0549853822,0.0429234441,0.0307654227,0.0590087434,0.0908643286,0.1341657888,0.189279005,0.3284816836,0.023707292898929762,0.0237498
0.0713797349,0.056520654,0.044035273,0.0315364761,0.0594401565,0.0914715214,0.1357940283,0.1891685259,0.3206536299,0.023707496006657093,0.0237498
0.0711479076,0.0558213715,0.0435754817,0.0314947247,0.0593207206,0.0913434871,0.134611104,0.1890241419,0.323661061,0.023707477758280634,0.0237498
0.0692725668,0.0548283949,0.0424152709,0.030787715,0.0594233528,0.0910889676,0.1352060532,0.1898398028,0.3271378761,0.023707429367058417,0.0237498
0.0690891967,0.0551264351,0.0426487481,0.0307351281,0.0588018136,0.0906500198,0.1348146202,0.1905400595,0.3275939788,0.02370715493527668,0.0237498
0.0688610264,0.0550330137,0.0425489533,0.0306566512,0.058674801,0.0905269451,0.1346830022,0.1907415915,0.3282740156,0.02370713918080663,0.0237498
0.0685791473,0.0550979372,0.0423941052,0.030497349,0.0592829687,0.0908862827,0.1362254408,0.1906152942,0.3264214749,0.023707569255540892,0.0237498
0.0706044946,0.0556683393,0.0433255156,0.0312837446,0.0593127742,0.0912465792,0.1349524901,0.1893609209,0.3242451414,0.02370732382470098,0.0237498
0.0707351991,0.0563805074,0.0434736667,0.03115411,0.0597600754,0.0911310133,0.1346656316,0.1892864521,0.3234133446,0.023707257222852187,0.0237498
0.0710731371,0.0566423381,0.0439410455,0.0313668833,0.0593404015,0.0911764843,0.1352888976,0.1894967636,0.321674049,0.023707374357667205,0.0237498
0.0710712808,0.0554775115,0.0431389312,0.0309869966,0.0587375269,0.0909462491,0.1349173883,0.1895746744,0.3251494413,0.02370738723569326,0.0237498
0.0700112707,0.0556361176,0.0430313698,0.0310005184,0.0588988375,0.0907588636,0.1344227895,0.1871021038,0.3291381292,0.023707158103264885,0.0237498
0.0707046686,0.0557804811,0.0434814611,0.0311343975,0.0594090708,0.0905694469,0.1336963672,0.1889183091,0.3263057977,0.023707134551223467,0.0237498
0.0707789452,0.0557889024,0.0435391038,0.0311476847,0.0594522192,0.0904739358,0.1334221632,0.188866464,0.3265305817,0.02370713926338495,0.0237498
0.069586601,0.0560765902,0.0433821988,0.0311962769,0.0598430341,0.0909649212,0.1346672798,0.1885865648,0.3256965332,0.02370730245490065,0.0237498
