case,distance,df_mics
884,0.4361902511,0.0980650201
885,0.2969640584,0.0876527642
886,0.3716825054,0.087152919
887,0.1733124137,0.0884766184
888,0.2684675175,0.0903815575
889,0.3192653305,0.0864299134
890,0.2157195189,0.0858291838
891,0.205172962,0.0821857595
892,0.3950557869,0.1102987763
893,0.3347210044,0.100206609
894,0.2577288952,0.0862343762
895,0.3901526851,0.0964150268
896,0.2660417824,0.0879255946
897,0.1368434423,0.0910406091
898,0.482427071,0.0869015974
899,0.3682859242,0.1018351708
900,0.3599833733,0.0927417824
901,0.3464233644,0.0962630383
902,0.2777987142,0.0829496566
903,0.311777931,0.0848636326
904,0.4508371154,0.0939569171
905,0.3715518729,0.0976641263
906,0.2628654133,0.1050474542
907,0.4966247061,0.0974441543
908,0.3032896439,0.0935752938
909,0.2465712959,0.0852527431
910,0.1734014374,0.0843869812
911,0.2394347732,0.0873698231
912,0.1802798258,0.0835191614
913,0.2495850217,0.0847781227
914,0.2067844984,0.0876955439
915,0.4003382302,0.0930749531
916,0.429605065,0.0873709325
917,0.3924641871,0.0984527032
918,0.2757197757,0.0837919642
919,0.3978830935,0.1051473449
920,0.2487813187,0.0888728705
921,0.2545395287,0.0826083529
922,0.3622955902,0.0871409324
923,0.1801701189,0.0872880373
924,0.2862326047,0.0874184015
925,0.1926992865,0.1144597103
926,0.4558888547,0.129471783
927,0.3337832679,0.0875752364
928,0.1748996458,0.0827896569
929,0.3302810825,0.0853600002
930,0.4209668185,0.1108381975
931,0.1802039453,0.0874814986
932,0.3445038805,0.0839577554
933,0.2664354082,0.0937299832
934,0.3325559126,0.0844920607
935,0.4019672772,0.0896226304
936,0.3416798129,0.0861722027
937,0.2547174985,0.0826471851
938,0.2254331951,0.0856096926
939,0.2497118179,0.090553558
940,0.3449307303,0.0840856094
941,0.2595635282,0.0996635193
942,0.2038724952,0.088424991
943,0.3022834811,0.0849433116
944,0.3007308157,0.0836542691
945,0.2896824537,0.0920658119
946,0.2221789918,0.0854136102
947,0.2935855585,0.0898207352
948,0.3074807775,0.0833117102
949,0.2699724817,0.0841095138
950,0.2227455586,0.0830525106
951,0.2324247988,0.0833736335
952,0.336991255,0.0858369356
953,0.3918607015,0.0925581483
954,0.2909388761,0.0865429399
955,0.4322380572,0.0972025472
956,0.3406559075,0.0994799492
957,0.2994080637,0.1166695521
958,0.2706152223,0.0854209967
959,0.2790741463,0.0924478078
960,0.2595310555,0.0826519919
961,0.4040662488,0.1074208502
962,0.3306924458,0.0948130137
963,0.4308666829,0.0896843855
964,0.2395102069,0.0855302731
965,0.2743886087,0.0946357625
966,0.3749059371,0.1105162755
967,0.3640773568,0.0855945852
968,0.2235131035,0.0839416002
969,0.2336293289,0.0872063205
970,0.3511605586,0.0881680019
971,0.3552900762,0.0885429777
972,0.2105829565,0.0891653613
973,0.3362515837,0.094109339
974,0.2080935334,0.0868967757
975,0.2196909055,0.0837113055
976,0.3199001692,0.0848333073
977,0.2366346287,0.0931250592
978,0.410876902,0.0897327968
979,0.3359613186,0.0889285582
980,0.3775183815,0.0894262229
981,0.3890948835,0.0914114583
982,0.289990498,0.0870567985
983,0.2470930425,0.0828396028
984,0.27654591,0.0833310725
985,0.2083282294,0.0859865399
986,0.3279361376,0.0894471841
987,0.2237538329,0.0924637627
988,0.385734218,0.1059152692
989,0.2468407782,0.0842389231
990,0.2896832921,0.0868154948
991,0.3261830533,0.0891651469
992,0.4601832807,0.0892042598
993,0.2698952346,0.0886745247
994,0.2937837564,0.0868140579
995,0.3532555295,0.1007314491
996,0.3036000683,0.0905129237
997,0.353768862,0.0890934263
998,0.3798815418,0.1094793955
999,0.4464408721,0.0964704643
1000,0.3503855682,0.0950771934
1001,0.2852117048,0.0850135806
1002,0.4467049613,0.1012633277
1003,0.3403784405,0.0861713615
1004,0.2814369172,0.0833142605
1005,0.2363524518,0.0927448771
1006,0.1671496361,0.0890564653
1007,0.3251398217,0.1003687539
1008,0.2315932497,0.0841347077
1009,0.262035471,0.0856443826
1010,0.4344819445,0.0946649303
1011,0.388337915,0.1002249075
1012,0.2659366683,0.0975655582
1013,0.3420201553,0.0987985644
1014,0.3425381568,0.0851031037
1015,0.3408206724,0.0845696348
1016,0.3026461282,0.0942270601
1017,0.2988030328,0.0862588808
1018,0.420858821,0.0878311691
1019,0.2257469173,0.0905976797
1020,0.3559893621,0.0975588797
1021,0.3727667281,0.08454371
1022,0.4253057492,0.0959030116
1023,0.106206438,0.0851938416
1024,0.3356190111,0.0866968389
1025,0.2862552964,0.0905760787
1026,0.3713025473,0.092719784
1027,0.3544906077,0.0863317895
1028,0.4884716738,0.0980276819
1029,0.3343520653,0.107841395
1030,0.3827967513,0.0951131038
1031,0.2235408362,0.0895070061
1032,0.2911145229,0.0853766631
1033,0.3385390144,0.0846906725
1034,0.1892153053,0.0989459607
1035,0.2408588861,0.0844615451
1036,0.4039529032,0.1010102
1037,0.2741201496,0.0964980329
1038,0.2569278626,0.1104926531
1039,0.2297170895,0.0831031935
1040,0.2033882626,0.0867736406
1041,0.4145100922,0.0971319247
1042,0.3337902593,0.0909609064
1043,0.3364214627,0.0888849534
1044,0.3780782191,0.0855085697
1045,0.2352174491,0.0838918991
1046,0.4051015424,0.0895957379
1047,0.3059809575,0.092440634
1048,0.3386590879,0.0853168787
1049,0.2650674604,0.0943865024
1050,0.4851980472,0.0869917806
1051,0.3242097168,0.0839639624
1052,0.258588009,0.0889890672
1053,0.2561208189,0.0845192711
1054,0.3207679151,0.1015917812
1055,0.3109694358,0.1190458815
1056,0.3253197528,0.0892159787
1057,0.3061785482,0.0975253309
1058,0.3619676264,0.1069900458
1059,0.332403062,0.0845503693
1060,0.3911201821,0.0943001168
1061,0.2959099397,0.0984639013
1062,0.3251837548,0.0891372927
1063,0.2708575027,0.0893294628
1064,0.348067608,0.0920343169
1065,0.3636457747,0.0997062062
1066,0.2733581548,0.0829558472
1067,0.2795528223,0.0895059059
1068,0.2941606791,0.083979555
1069,0.3239544977,0.0855043306
1070,0.3376329276,0.0888196878
1071,0.3619796546,0.0856217236
1072,0.295959885,0.088415467
1073,0.3193703423,0.0869144357
1074,0.3906032081,0.0856535912
1075,0.3403269576,0.0909399656
1076,0.3494610942,0.1003686487
1077,0.1875379066,0.0923295532
1078,0.3883690411,0.0874531202
1079,0.1970592915,0.084005973
1080,0.1447613841,0.084794092
1081,0.2257607047,0.0933846429
1082,0.3366703866,0.0945099073
1083,0.4663735502,0.0979473596
1084,0.3923934553,0.0857328821
1085,0.2412109528,0.0885275109
1086,0.2894738362,0.0846545522
1087,0.2242241415,0.0929036074
1088,0.4044113343,0.0967191012
1089,0.3471764658,0.0845460396
1090,0.3716800373,0.0892816084
1091,0.4475325958,0.0882196664
1092,0.4282526551,0.0942237846
1093,0.32944472,0.0927304502
1094,0.1973290673,0.0953672387
1095,0.2263935636,0.0853137177
1096,0.3867692841,0.0890493839
1097,0.2289222939,0.092427166
1098,0.2918213141,0.097068221
1099,0.3404772681,0.0838553867
1100,0.2074217794,0.0823693695
1101,0.2931056842,0.0845083498
1102,0.3800684695,0.0914900264
1103,0.278268116,0.0893643173
1104,0.3723919492,0.0856959347
1105,0.1818468141,0.0973094018
1106,0.4538421569,0.095353242
1107,0.172765822,0.0821379264
1108,0.3038866342,0.0979525033
1109,0.2941141941,0.092594333
1110,0.3658186718,0.0937706588
1111,0.3948400471,0.0868330973
1112,0.3547514514,0.0871537258
1113,0.4628382834,0.0985190431
1114,0.3512497181,0.0865514301
1115,0.2325407639,0.0901666297
1116,0.2991350784,0.0882426618
1117,0.4438054912,0.0927093087
1118,0.1930968193,0.0886651488
1119,0.4845496862,0.0952172083
1120,0.1838336492,0.0857870363
1121,0.2920799254,0.0897151785
1122,0.4522731383,0.0869972045
1123,0.3094398222,0.0841669315
1124,0.352995005,0.0956057333
1125,0.3505853193,0.0865100634
1126,0.4588340872,0.1003092292
1127,0.3097306355,0.111950408
1128,0.3471005607,0.0867430918
1129,0.1968581737,0.0833820594
1130,0.2831317538,0.0861629647
1131,0.2093516183,0.0850582369
1132,0.2547437605,0.0899406114
1133,0.1800214284,0.1019645837
1134,0.2785995279,0.0853245078
1135,0.3377338698,0.0990769144
1136,0.3454778605,0.0868643121
1137,0.3554180185,0.0878148226
1138,0.309268909,0.1023114142
1139,0.4171402104,0.0868098872
1140,0.269581969,0.0844185554
1141,0.2083302626,0.0868280859
1142,0.124905179,0.0901182185
1143,0.3231878514,0.083167148
1144,0.3231001209,0.083903211
1145,0.3933039964,0.0902841002
1146,0.210655529,0.0959833135
1147,0.452481788,0.1000830594
1148,0.3074251418,0.0968749416
1149,0.199895102,0.0975784297
1150,0.3378271656,0.0839810909
1151,0.2275857624,0.0908095431
1152,0.2083216584,0.0826192606
1153,0.2916974292,0.0842212644
1154,0.213274437,0.0831344816
1155,0.20730085,0.084641649
1156,0.3274580166,0.0852033722
1157,0.3175253368,0.1034295788
1158,0.2603453096,0.0853775902
1159,0.3961296699,0.0937875865
1160,0.3080325355,0.0847587955
1161,0.3295028654,0.0852925322
1162,0.3690724802,0.0867677818
1163,0.4544687016,0.09721171
1164,0.3080403131,0.0847974842
1165,0.3521797115,0.0939387419
1166,0.3185355705,0.0849856749
1167,0.2123448033,0.0919052874
1168,0.2345968734,0.0924773948
1169,0.2128305592,0.0858962408
1170,0.3180873517,0.1112572781
1171,0.1637967152,0.0936210845
1172,0.3507562609,0.0859265878
1173,0.2711360582,0.0925115942
1174,0.3913516296,0.0887289345
1175,0.246081354,0.0859315325
1176,0.3196544698,0.0920078594
1177,0.2549487736,0.0861067476
1178,0.3317267085,0.0875457579
1179,0.281386383,0.0934340467
1180,0.2887817256,0.0854984763
1181,0.1682306878,0.0929938706
1182,0.3110106364,0.0915466689
1183,0.1870912174,0.085953715
1184,0.2821354936,0.0845774515
1185,0.3213861112,0.105573474
1186,0.3269122839,0.0837950773
1187,0.2486913987,0.0910047101
1188,0.1877665691,0.085054165
1189,0.2553550341,0.0896455481
1190,0.344889062,0.0860911858
1191,0.3531190776,0.1051897168
1192,0.3800780253,0.1170370314
1193,0.3351405008,0.0853240244
1194,0.3110926046,0.1002793695
1195,0.1646994711,0.0955425353
1196,0.3729399044,0.0944565302
1197,0.3619263501,0.1001300152
1198,0.2326462637,0.0852675113
1199,0.313969979,0.0845954465
1200,0.2754351992,0.0972567646
1201,0.208849269,0.0864220882
1202,0.2731082759,0.0977504352
1203,0.37659068,0.0906976568
1204,0.3269061103,0.0837855562
1205,0.3496956978,0.0882422132
1206,0.2399141441,0.0848539545
1207,0.4002334101,0.0855464418
1208,0.2135719818,0.0862779137
1209,0.3156502755,0.0869699994
1210,0.2186686673,0.0844576322
1211,0.3200769261,0.0890964248
1212,0.2985096902,0.0994848736
1213,0.2817385238,0.0865093509
1214,0.2582759118,0.085375621
1215,0.315444856,0.0912408039
1216,0.3659901202,0.0871474601
1217,0.1085927911,0.0828508324
1218,0.3061616367,0.0835584609
1219,0.3031798822,0.0866608394
1220,0.3462508795,0.0910097394
1221,0.3178383361,0.0834804841
1222,0.2906352397,0.084982909
1223,0.4461294244,0.0873725561
1224,0.3905603824,0.1055152776
1225,0.3154550671,0.0840294576
1226,0.3537993467,0.0965475281
1227,0.3088283471,0.083705503
1228,0.2585681119,0.0835668277
1229,0.3005605184,0.0916191189
1230,0.3962967437,0.0863417465
1231,0.4589236292,0.0943281193
1232,0.3299595735,0.0935533456
1233,0.3063814529,0.0933779776
1234,0.3869265435,0.097097787
1235,0.2948474643,0.0893252718
1236,0.3317652884,0.0844864791
1237,0.2443336473,0.0983539771
1238,0.3004786558,0.0837839871
1239,0.2333919576,0.084624999
1240,0.31612703,0.0854017033
1241,0.3596073125,0.0841534389
1242,0.2608962058,0.087525308
1243,0.2504613383,0.0838730003
1244,0.2689355326,0.0957680438
1245,0.2039019063,0.0948521426
1246,0.3139074698,0.0857583428
1247,0.3510926016,0.0889194273
1248,0.2432373142,0.0842270028
1249,0.2435933897,0.084877859
1250,0.3153883782,0.0836139938
1251,0.3121369253,0.0838482111
1252,0.2919086919,0.106611284
1253,0.3627601326,0.0896465842
1254,0.3040352187,0.0871539235
1255,0.3521768793,0.0870011014
1256,0.3132718284,0.0858265797
1257,0.2870325842,0.0845178458
1258,0.3047209645,0.0860452206
1259,0.1988186414,0.087486682
1260,0.4060593647,0.0907619837
1261,0.2661017111,0.0893127818
1262,0.3308187891,0.0855860973
1263,0.2641186356,0.0874174228
1264,0.3003154978,0.0867574071
1265,0.1762504796,0.0915784027
1266,0.2292971998,0.0855109396
1267,0.2586307858,0.0832056173
1268,0.3238401515,0.0850600524
1269,0.2489045843,0.0938051946
1270,0.2327215606,0.090826182
1271,0.2654266861,0.0977511722
1272,0.2957590774,0.0962142973
1273,0.4222016179,0.0964411037
1274,0.2790831447,0.0824941403
1275,0.1993826133,0.0840214842
1276,0.4052505157,0.0907575709
1277,0.2369884495,0.0887613399
1278,0.3003245797,0.0918887134
1279,0.2911158044,0.0908288411
1280,0.3246186161,0.0908066446
1281,0.3092308309,0.0839998717
1282,0.4430470304,0.0965460559
1283,0.4900759528,0.0873610097
1284,0.3849952032,0.0928518797
1285,0.3590784688,0.0938641021
1286,0.2588060359,0.0829156946
1287,0.2914720938,0.0856184117
1288,0.2939344338,0.0978893827
1289,0.2534937545,0.0835873698
1290,0.2721661387,0.0853519365
1291,0.2710529434,0.0921352695
1292,0.1765025441,0.0848943483
1293,0.438357956,0.0878096305
1294,0.3697641493,0.092351534
1295,0.2633628651,0.0827685145
1296,0.3868579104,0.0871479786
1297,0.2145194285,0.1039371071
1298,0.1816414145,0.1026957473
1299,0.2709359037,0.0841918228
1300,0.2235335299,0.0961807778
1301,0.2913010238,0.1089816303
1302,0.3046678943,0.1050477892
1303,0.2082948336,0.0920764974
1304,0.2637030625,0.0884565245
1305,0.2760973572,0.102640817
1306,0.4832554189,0.0924843672
1307,0.3091812638,0.0836257203
1308,0.3849264804,0.0914347443
1309,0.3373091713,0.1044866427
1310,0.2115183458,0.0857089651
1311,0.2593998172,0.08781109
1312,0.4103444022,0.084186339
1313,0.4523172736,0.0852595292
1314,0.3243050237,0.1092535504
1315,0.3885594647,0.0976997318
1316,0.1760156445,0.0835827069
1317,0.2737625616,0.0973725778
1318,0.283776396,0.0853965414
1319,0.4074739891,0.0891776324
1320,0.2114758722,0.097690775
1321,0.1926375315,0.0855811508
1322,0.3992738202,0.0894316894
1323,0.1809309063,0.0853524165
1324,0.1898050917,0.0911736996
1325,0.355365167,0.0972479169
1326,0.4020039588,0.0839881098
1327,0.274838837,0.0881272653
1328,0.3439494737,0.0887623465
1329,0.1708791544,0.0829605117
1330,0.2753447817,0.1099473513
1331,0.2763784182,0.0943060057
1332,0.3609709835,0.097794622
1333,0.2531399774,0.084676896
1334,0.3093969909,0.0841832806
1335,0.40640882,0.0857186124
1336,0.0687580118,0.0845024605
1337,0.4353557408,0.0979319969
1338,0.1350684727,0.0914525137
1339,0.2358029981,0.0888956492
1340,0.330331441,0.0847987533
1341,0.4900573376,0.0850973473
1342,0.3394577431,0.0916327897
1343,0.4204326542,0.1025489934
1344,0.3365282521,0.1006413941
1345,0.2510452783,0.0840133555
1346,0.3670156376,0.0852458782
1347,0.2512450418,0.0896021117
1348,0.3232716923,0.0874796711
1349,0.2526005258,0.0912949068
1350,0.2427709385,0.0958128933
1351,0.2381026994,0.0880295602
1352,0.2920278579,0.0875835819
1353,0.4011273546,0.091278056
1354,0.2896733568,0.0886628694
1355,0.1638785754,0.1001972462
1356,0.3111218097,0.0844123954
1357,0.3845322979,0.0890833385
1358,0.3314543875,0.0842945723
1359,0.4268910497,0.087890001
1360,0.3710406275,0.0862169845
1361,0.1323025637,0.0826412497
1362,0.320506365,0.0980465317
1363,0.3024105874,0.0907722216
1364,0.3351253336,0.096302377
1365,0.2912200067,0.0854798864
1366,0.3035865294,0.1049665479
1367,0.4866369188,0.1056386942
1368,0.2327342799,0.083059136
1369,0.4191389563,0.091392559
1370,0.3910673844,0.0892999847
1371,0.2047801591,0.0948685204
1372,0.4472464816,0.0990384174
1373,0.4111664371,0.1059879014
1374,0.4416914544,0.1098432059
1375,0.2242142923,0.0863273489
1376,0.2460494956,0.0973173653
1377,0.3805514786,0.0953692515
1378,0.3785599984,0.0925353572
1379,0.2654193082,0.0890849054
1380,0.3480422151,0.0943703375
1381,0.3165198715,0.0872018039
1382,0.3377854636,0.1030455409
1383,0.2412979704,0.090146759
1384,0.3667190042,0.1034194029
1385,0.1990873373,0.086188826
1386,0.2704481126,0.0862556697
1387,0.3227185705,0.0849707957
1388,0.3523693386,0.0833251689
1389,0.2544831319,0.0992218995
1390,0.3191730267,0.0847613672
1391,0.2646578693,0.0838135945
1392,0.3736685452,0.0860252288
1393,0.3312252272,0.0888517277
1394,0.1634129418,0.0882839003
1395,0.3966686025,0.098638512
1396,0.3641619853,0.0856771671
1397,0.1555135203,0.0866441245
1398,0.4614056206,0.0853365954
1399,0.1826848155,0.0859764336
1400,0.272508842,0.0890578583
1401,0.3591043879,0.0855475351
1402,0.1724812485,0.0828402107
1403,0.2846609317,0.0847046776
1404,0.2785008129,0.0956553465
1405,0.2858538666,0.0938154578
1406,0.2881309258,0.0880369732
1407,0.3111157012,0.0927908142
1408,0.1051349263,0.0877857981
1409,0.2958645839,0.0967566001
1410,0.3091235069,0.0855260895
1411,0.2247692224,0.1004878231
1412,0.209617506,0.084135378
1413,0.3417205327,0.0865770297
1414,0.1723164105,0.1015391082
1415,0.2848483982,0.0832656716
1416,0.3304890385,0.1016810305
1417,0.2214470788,0.0831488212
1418,0.2362511944,0.1077480028
1419,0.1785974441,0.0841035753
1420,0.3394126301,0.083561064
1421,0.3296921373,0.0939330544
1422,0.4060124812,0.0891957111
1423,0.2816304065,0.0902484655
1424,0.3406720744,0.0907118796
1425,0.345569798,0.0858322798
1426,0.2529192999,0.090380155
1427,0.5089392612,0.0930178691
1428,0.3567838526,0.0948112369
1429,0.3641815341,0.0871733812
1430,0.3509373837,0.0848879413
1431,0.3859867231,0.0949989069
1432,0.4342952432,0.1060936453
1433,0.2109551989,0.0872847059
1434,0.3084768819,0.0870699025
1435,0.2951871371,0.0930884234
1436,0.4363766611,0.0864475932
1437,0.3054004308,0.0914965374
1438,0.2761892574,0.0837225029
1439,0.1752545498,0.0857140129
1440,0.3148186796,0.0880977202
1441,0.2211768033,0.0886455314
1442,0.4648943274,0.0883329647
1443,0.3822151055,0.0906746202
1444,0.2007500635,0.0875480816
1445,0.4731115849,0.0993059862
1446,0.2520582265,0.0837978571
1447,0.3688189758,0.0840977157
1448,0.4610508778,0.090226592
1449,0.3660399638,0.0889343219
1450,0.284676627,0.0898152783
1451,0.4136866659,0.0861280092
1452,0.1522127304,0.0847114503
1453,0.2435041454,0.0925521274
1454,0.2590014759,0.1386137179
1455,0.3041233074,0.0881193671
1456,0.5123064844,0.0937683726
1457,0.3609146447,0.0846576722
1458,0.2416882427,0.0851036915
1459,0.1764278922,0.0833395479
1460,0.4645049975,0.1185866241
1461,0.2640493649,0.0848027391
1462,0.3804764578,0.0896362873
1463,0.3532757879,0.0893867128
1464,0.3466207229,0.1055473086
1465,0.3105269267,0.08568698
1466,0.278349817,0.1008959325
1467,0.3487825427,0.0843245213
1468,0.1929603541,0.0866999462
1469,0.3276982537,0.0901640157
1470,0.3835827061,0.0849058497
1471,0.3309174984,0.0919424748
1472,0.1727832776,0.0825545595
1473,0.2398565384,0.0864257555
1474,0.3270962022,0.0961869954
1475,0.2024400724,0.0923173513
1476,0.2926903242,0.0889475864
1477,0.2754079981,0.0851041515
1478,0.3766621136,0.0932242836
1479,0.3470501141,0.0885518329
1480,0.2182572114,0.1031468039
1481,0.283064007,0.100551969
1482,0.2389293735,0.0843504818
1483,0.2524722214,0.0842972662
1484,0.3466771081,0.0906616562
1485,0.2685637344,0.0891108717
1486,0.3846305347,0.0859847961
1487,0.3749693,0.1000699146
1488,0.3241565475,0.0833506266
1489,0.448541119,0.1049633771
1490,0.3758594056,0.0870564123
1491,0.2560641997,0.0860403347
1492,0.279509684,0.0852686128
1493,0.3060241372,0.0832040272
1494,0.2927917161,0.0941413859
1495,0.2679623076,0.0893707925
1496,0.2927330267,0.0956057354
1497,0.3633638161,0.0877369019
1498,0.1562170827,0.0847681174
1499,0.538053229,0.0915204622
1500,0.2596918095,0.0841565531
1501,0.3801070915,0.0926914387
1502,0.3742961352,0.0840620723
1503,0.3069891564,0.0876843141
1504,0.3752641103,0.0853300103
1505,0.3572581947,0.0849503876
1506,0.2607712763,0.1071318981
1507,0.2987647846,0.0842765793
1508,0.322306921,0.088248968
1509,0.2622073984,0.0860219958
1510,0.3272941335,0.0857709818
1511,0.3239152431,0.1013055557
1512,0.328209286,0.086936862
1513,0.361744183,0.0848617549
1514,0.2250237792,0.0883906471
1515,0.3341682913,0.0840806407
1516,0.2701545217,0.089810906
1517,0.2444082025,0.0864361582
1518,0.3756545721,0.0959998721
1519,0.2359740541,0.0834356266
1520,0.4022588823,0.0920541156
1521,0.3007543407,0.0955872584
1522,0.4648005701,0.0888098031
1523,0.4436302324,0.1132085566
1524,0.4576669399,0.0943896471
1525,0.1584427107,0.0844266588
1526,0.1770022643,0.0878309621
1527,0.2915799024,0.0941810498
1528,0.3068409927,0.0871862712
1529,0.1044785501,0.088743736
1530,0.3479732193,0.0966410526
1531,0.2077343388,0.0831964096
1532,0.3433036841,0.0907414233
1533,0.2696568181,0.0849962231
1534,0.4311347256,0.0878166255
1535,0.2815444814,0.0838719073
1536,0.3172222667,0.1016358769
1537,0.387542352,0.0951386095
1538,0.4371240654,0.0856825179
1539,0.2887207016,0.1076056504
1540,0.3593278266,0.0955772077
1541,0.2740229818,0.0910118615
1542,0.2880025178,0.0873437049
1543,0.3075406055,0.0839317994
1544,0.3029966687,0.0865245103
1545,0.2151351765,0.0832639898
1546,0.1517401207,0.093188547
1547,0.3856084207,0.0826417637
1548,0.3182365671,0.0853157407
1549,0.2977766021,0.0937538737
1550,0.2918765447,0.0859467003
1551,0.3885379751,0.0895868016
1552,0.3759330511,0.0906713058
1553,0.2081896914,0.0833228802
1554,0.2679657766,0.1014541689
1555,0.3383570343,0.0853499802
1556,0.3673155092,0.1011582924
1557,0.330506636,0.0943930361
1558,0.2928426724,0.0932379058
1559,0.2575218655,0.0832787276
1560,0.3242028655,0.0850620333
1561,0.4190895441,0.0929057264
1562,0.4058071739,0.0926694351
1563,0.3847353022,0.0962121647
1564,0.3640267703,0.0914323484
1565,0.4185811442,0.0954994436
1566,0.384405681,0.0880354581
1567,0.3082825588,0.0901567654
1568,0.2330970437,0.0847478585
1569,0.323047264,0.0857983316
1570,0.3167333639,0.0896812426
1571,0.2458751026,0.0857457315
1572,0.1965699953,0.0868736819
1573,0.3617953689,0.1030420508
1574,0.3692196133,0.1109487439
1575,0.255544128,0.0887713771
1576,0.392446018,0.0870147957
1577,0.3229170004,0.0847247841
1578,0.3247651941,0.1057864275
1579,0.1842451484,0.0824804965
1580,0.3791321024,0.0848649485
1581,0.2523995407,0.0906112781
1582,0.296631164,0.0837080716
1583,0.2825878679,0.0923367109
1584,0.4326348833,0.0880800982
1585,0.1482002219,0.0844961682
1586,0.4508176086,0.0893268118
1587,0.142456916,0.0836739741
1588,0.3104288123,0.0872969322
1589,0.361152118,0.084735046
1590,0.2305966067,0.0859688829
1591,0.1628351377,0.0837043805
1592,0.2842146482,0.0835910454
1593,0.2599526615,0.0846210935
1594,0.3597664099,0.0930668549
1595,0.4409618017,0.1142865081
1596,0.3095403302,0.0855310547
1597,0.3404341273,0.0896782665
1598,0.3064790957,0.0832503417
1599,0.1471278152,0.0938296023
1600,0.2080937156,0.0835564164
1601,0.3066709622,0.0841529094
1602,0.3824959316,0.0866169014
1603,0.3771941208,0.1019428913
1604,0.2956113075,0.0958464641
1605,0.2173226996,0.088614318
1606,0.2849316148,0.0872773525
1607,0.2770426399,0.0837162463
1608,0.119240873,0.0823570702
1609,0.3738489009,0.0899674418
1610,0.2436940159,0.1031629575
1611,0.1833852362,0.0933674472
1612,0.3217624079,0.0878502119
1613,0.2670460599,0.0880031705
1614,0.3191588734,0.0865523501
1615,0.192620405,0.0870929379
1616,0.2216965503,0.0885804191
1617,0.3217521601,0.0839019637
1618,0.2262856025,0.0903065372
1619,0.2605825891,0.0990113693
1620,0.185210319,0.0882738098
1621,0.3741933157,0.0894376631
1622,0.2064725444,0.0829286882
1623,0.2110857424,0.0852736285
1624,0.1100380885,0.0931051253
1625,0.3751939813,0.0867408471
1626,0.2872421825,0.1010909997
1627,0.443354716,0.0892405982
1628,0.2062346365,0.0860822163
1629,0.2633683829,0.0845331616
1630,0.3693667045,0.1029154227
1631,0.5078180372,0.0893875434
1632,0.3947652499,0.0887110271
1633,0.2305434283,0.0858782374
1634,0.2843830786,0.0848481781
1635,0.1627910134,0.0848570591
1636,0.2329887694,0.0878975862
1637,0.1553159548,0.0842132591
1638,0.1919170786,0.0841512754
1639,0.4223198429,0.0970667042
1640,0.2881539074,0.0881165418
1641,0.4020478554,0.0894012062
1642,0.3365230468,0.0844021215
1643,0.423486533,0.0997972309
1644,0.3242680661,0.0841100946
1645,0.1908109473,0.0870688333
1646,0.3069911036,0.0862898684
1647,0.2639385663,0.0844722083
1648,0.2822870292,0.0824122929
1649,0.386503274,0.0902225808
1650,0.2824973905,0.0832668325
1651,0.3303917121,0.0903400384
1652,0.2330308839,0.0917659007
1653,0.2939765081,0.0935380004
1654,0.2631741174,0.0874675447
1655,0.4557277549,0.0898308434
1656,0.2575633615,0.0863958528
1657,0.3787101654,0.0915329231
1658,0.3323475611,0.090490067
1659,0.1856921853,0.0880480707
1660,0.3128955927,0.0885802845
1661,0.3633512085,0.0848008296
1662,0.218554315,0.0853496171
1663,0.2860309878,0.0960680005
1664,0.2115175868,0.0839967935
1665,0.2653102515,0.0829134144
1666,0.2878033948,0.0851818171
1667,0.2544313589,0.0845572347
1668,0.3685139079,0.091249374
1669,0.3922584076,0.0946467415
1670,0.3784633824,0.0900395065
1671,0.3431207254,0.1030238544
1672,0.2909359718,0.0848869542
1673,0.3515581093,0.08586914
1674,0.3101739936,0.0883208832
1675,0.3423676614,0.0926444624
1676,0.3024921769,0.0903924767
1677,0.2588249263,0.0938463038
1678,0.3010932912,0.0919244489
1679,0.2195165413,0.0841786292
1680,0.4818314158,0.1049205274
1681,0.4034027807,0.0914000268
1682,0.4007939388,0.1059864806
1683,0.3765389117,0.0980259391
1684,0.081404937,0.0827332343
1685,0.220527309,0.0869119994
1686,0.3025803602,0.088913824
1687,0.3354493079,0.08603961
1688,0.2981883222,0.083739467
1689,0.1929746002,0.0847938026
1690,0.2319741175,0.083857497
1691,0.2131718121,0.0842606537
1692,0.2522113713,0.1044661575
1693,0.3849367146,0.0946582972
1694,0.2892409279,0.0928435263
1695,0.4174670237,0.0897367055
1696,0.3354759658,0.0831403074
1697,0.3474297757,0.0931943527
1698,0.2895080316,0.0830030876
1699,0.4083822855,0.1027976964
1700,0.308203524,0.0849786097
1701,0.1669662462,0.0977045441
1702,0.266854595,0.0854456154
1703,0.4052482815,0.094201503
1704,0.3995785035,0.0997608517
1705,0.3521867521,0.1119975199
1706,0.2360114643,0.0987911093
1707,0.2321285165,0.0844817385
1708,0.3751715321,0.0917303755
1709,0.3489103749,0.086263042
1710,0.3767092741,0.0849936182
1711,0.3325813521,0.0993570222
1712,0.2791744991,0.1078007807
1713,0.2122646144,0.0861032818
1714,0.1788434956,0.0842975875
1715,0.2182044769,0.1026452712
1716,0.2073735359,0.0874743543
1717,0.2223754858,0.0854131301
1718,0.3708161127,0.0912475619
1719,0.2380766361,0.0855574676
1720,0.242962438,0.0937138265
1721,0.3715929737,0.0861996942
